"label","id","Kingdom","Phylum","Class","Order","Family","Genus","Species","name","abun"
"Zotu1737","Zotu1737","Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22","Subgroup_22","Subgroup_22",NA,"Zotu1737",0.000134680755430597
"Zotu174","Zotu174","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu174",0.000387256343987866
"Zotu1740","Zotu1740","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu1740",0.000160530573578148
"Zotu1742","Zotu1742","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Silanimonas","uncultured_bacterium","Zotu1742",0.000135487627791702
"Zotu1747","Zotu1747","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Geothermobacteraceae","Geothermobacter",NA,"Zotu1747",0.000145086491010721
"Zotu1754","Zotu1754","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured_bacterium","Zotu1754",0.000156247728363356
"Zotu17543","Zotu17543","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu17543",0.000156808733111599
"Zotu1756","Zotu1756","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured_bacterium","Zotu1756",0.000216195710802187
"Zotu1759","Zotu1759","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae",NA,NA,"Zotu1759",0.000103926057070075
"Zotu1763","Zotu1763","Bacteria",NA,NA,NA,NA,NA,NA,"Zotu1763",0.00015895727952874
"Zotu1764","Zotu1764","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured",NA,"Zotu1764",0.000149885053277746
"Zotu177","Zotu177","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","uncultured_Clostridium","Zotu177",0.00106586882705181
"Zotu1770","Zotu1770","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_12","Clostridium_magnum","Zotu1770",0.00029881024183344
"Zotu1771","Zotu1771","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium",NA,"Zotu1771",0.000120186664077856
"Zotu17720","Zotu17720","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Leeiaceae","Leeia",NA,"Zotu17720",0.000369445128525211
"Zotu1773","Zotu1773","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13","uncultured_bacterium","Zotu1773",0.000167924001031081
"Zotu1774","Zotu1774","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","Roseomonas_rubra","Zotu1774",0.000141134750113602
"Zotu1779","Zotu1779","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin118","uncultured_bacterium","Zotu1779",0.000132276097572591
"Zotu1786","Zotu1786","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae",NA,NA,"Zotu1786",0.000207863592006185
"Zotu1788","Zotu1788","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu1788",0.000139214250482819
